source_id,title,authors,publication_year,venue,doi,pmid,arxiv_id,other_identifier,source_url,pdf_url,local_path,access_date,license_type,license_url,usage_status,inclusion_status,inclusion_reason,exclusion_reason,expected_content_hash,source_type,study_type,population,intervention,comparator,outcome_notes,notes
oncology-lin-2026-repurposed-ethoxzolamide-repro,Repurposed ethoxzolamide reprograms antitumor immunity through β-TrCP-dependent PD-L1 ubiquitination.,Xuwen Lin; Qun Wang; Mengting Xu; Dianping Yu; Hongmei Hu; Qing Zhang; Jiannan Yao; Mei Xie; Hanchi Xu; Xuefeng Zang; Jia Li; Yu Chen; Linyang Li; Xiaoyu Tao; Xinru Li; Simeng Li; Shize Xie; Yating Tian; Weidong Zhang; Sanhong Liu; Xinying Xue,2026,Cell reports. Medicine,10.1016/j.xcrm.2026.102920,42442361,,PMC13400190,https://pmc.ncbi.nlm.nih.gov/articles/PMC13400190/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13400190.1/PMC13400190.1.pdf?md5=809d1129361716bfc628bad37c676fcc,PMC13400190.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:53f93784c770b5da7e5f822e4e92aa32654c010d6b993ffc386d59fa029407eb,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-rosas-2026-kras-g12c-targeted-therapy-in,KRAS G12C-Targeted Therapy in Non-Small Cell Lung Cancer: From Resistant Salvage to Potential First-Line Backbone.,Daniel Rosas; Priyanka Barad; Jervon Wright; Luis Raez,2026,International journal of molecular sciences,10.3390/ijms27146455,42511798,,PMC13411004,https://pmc.ncbi.nlm.nih.gov/articles/PMC13411004/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13411004.1/PMC13411004.1.pdf?md5=1663d45c22e29bec8b1502a89787a045,PMC13411004.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:a1afc2a6ad1aba35f6f66c2de4b398682d74a0978f2f5b5e3bdf5c9349f60bf8,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-stuschke-2026-durvalumab-consolidation-after,"Durvalumab Consolidation After Definitive Chemoradiotherapy in Patients with Unresectable Stage III Non-Small Cell Lung Cancer: A Real-World Cohort Analysis from the German Prospective, Observational CRISP Registry (AIO-TRK-0315).",Martin Stuschke; Michael Thomas; Andreas Gröschel; Martin Sebastian; Martin Reck; Petra Hoffknecht; Christian Grah; Lisa Spring; Martina Jänicke; Carolin Lennartz; Paula Ludwig; Annika Groth; Parvis Sadjadian; Petros Christopoulos; Daniel Christian Christoph; Frank Griesinger; Bernward Passlick; Wilfried E E Eberhardt; CRISP Registry Group,2026,Cancers,10.3390/cancers18142316,42512379,,PMC13407345,https://pmc.ncbi.nlm.nih.gov/articles/PMC13407345/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13407345.1/PMC13407345.1.pdf?md5=c6df7daa83857f793fdccf5cfbc3bbd9,PMC13407345.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:d1fea5a5b53ab97f41d847ec719d8faec7f0511f3153d7b6f9632632b0bbe749,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-stamopoulos-2026-shp-2-expression-is-a-positive,SHP-2 Expression Is a Positive Prognostic Biomarker in Non-Small-Cell Lung Carcinoma: Association with KRAS Mutation and Prolonged Survival.,Konstantinos Stamopoulos; Georgios Pilichos; Eleni Karatrasoglou; Penelope Korkolopoulou; Stratigoula Sakellariou,2026,Pathophysiology : the official journal of the International Society for Pathophysiology,10.3390/pathophysiology33030052,42496434,,PMC13397922,https://pmc.ncbi.nlm.nih.gov/articles/PMC13397922/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13397922.1/PMC13397922.1.pdf?md5=bdf1e0dde6eff66f92435c383fff5e5e,PMC13397922.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:99bafab66a9950959998be24b72a122e6fe3c221b5b949027cc9f18ff86fb840,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-qie-2026-predicting-response-to-immune,Predicting response to immune checkpoint inhibitor plus chemotherapy in EGFR-mutant lung adenocarcinoma following first-generation TKI resistance: a multicenter deep learning study.,Shuai Qie; Yasong Shi; Jingyun Li; Sicong Jia; Xiaoping Yin,2026,Frontiers in immunology,10.3389/fimmu.2026.1760264,42539527,,PMC13423859,https://pmc.ncbi.nlm.nih.gov/articles/PMC13423859/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13423859.1/PMC13423859.1.pdf?md5=dd2c9fdd4506dffcb6e40eed3606baa6,PMC13423859.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:a89964edd95df34ab2b77ec3e9c23c7c78da483f8fa25b6ea7f9df597ae97733,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-bruges-2026-molecular-testing-first-line-t,"Molecular testing, first-line treatment patterns, and survival in metastatic Colombian non-small cell lung cancer: the RECAPC multicenter registry.",Ricardo Brugés; Pedro Ramos; Milton Lombana; Anderson Osma; Néstor Llinás; Javier Cuello; Andrés Yepes; Ray Manneh; Anabelly Coronel; Rebeca Granadillo; Carolina López; Álvaro Osorio; Daniel Santa; Natalia Arango; William Mantilla; Diego Gómez,2026,Frontiers in oncology,10.3389/fonc.2026.1863940,42539508,,PMC13423713,https://pmc.ncbi.nlm.nih.gov/articles/PMC13423713/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13423713.1/PMC13423713.1.pdf?md5=13beeaf4f55fdd7f85486fb8f278cb89,PMC13423713.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:9c0d69898d94e0d41c0de12022f77c795a9f5ea1118c71e09a6525cc3af37c32,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-ion-andrei-2026-chronic-air-pollution-exposure,Chronic Air Pollution Exposure and the Immunomolecular Profile of Lung Cancer: A Regional Cohort Study.,Denisa-Gabriela Ion-Andrei; Andreea Barde; Cristina Cioti; Izabela Ciofu; Ștefan Dumitrache-Rujinski; Oana Cristina Arghir; Cristian Opariuc-Dan; Elena Danteș,2026,Biomedicines,10.3390/biomedicines14071615,42512086,,PMC13406601,https://pmc.ncbi.nlm.nih.gov/articles/PMC13406601/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13406601.1/PMC13406601.1.pdf?md5=deb0da5d1a99712ee4eba3b94ab213ad,PMC13406601.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:94158a8be1a0c1fd0efa06992c5a0d635558400a73f1ea0a260ea547fa1aa885,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-soliman-2026-efficacy-and-safety-of-metrono,Efficacy and safety of metronomic oral vinorelbine in elderly patients with locally advanced and metastatic non-small cell lung cancer.,Sharehan Hassan Soliman; Mahinour Mohamed Atef,2026,BMC cancer,10.1186/s12885-026-16517-x,42464189,,PMC13393617,https://pmc.ncbi.nlm.nih.gov/articles/PMC13393617/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13393617.1/PMC13393617.1.pdf?md5=ac125969bcac2de4f233d881275cf25d,PMC13393617.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:ffb69b79c064e7160c16549b6c01c1bdfe3264366f88953e6c67691f2c6e8bfa,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-gumuzio-2026-immune-checkpoint-crosstalk-ct,Immune checkpoint crosstalk: CTLA-4/CD80 engagement as a predictor of anti-PD-1/PD-L1 therapy outcome in NSCLC.,Juan Gumuzio; James Miles; Nicole Quimi; Markel Rementeria; Cristina Cacho; Laura Camacho; Erica J Geraedts; Kim van Elst; Fernando Aguirre; Peter J Parker; Véronique Calleja,2026,Frontiers in immunology,10.3389/fimmu.2026.1783685,42535087,,PMC13422567,https://pmc.ncbi.nlm.nih.gov/articles/PMC13422567/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13422567.1/PMC13422567.1.pdf?md5=db88184b42a7bb1f0155437eb48dde0a,PMC13422567.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:ca61f5b1c50e9cf6bbab14657ea31f8fb9a2b62c2d01c96945b0552e3401dba3,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-wang-2026-gpx4-defines-an-immune-cold-ph,GPX4 Defines an Immune-Cold Phenotype and Poor Prognosis in Resected Lung Adenocarcinoma.,Ganxin Wang; Zhongan Liu; Tian Zhou; Boting Yang; Jiaqin Chen; Jing Chen; Kai Huang; Yunqing Xu; Quan Tang; Xiangqian Yin; Guangqin Xiao; Sijia Zhang,2026,Oncology research,10.32604/or.2026.083840,42500575,,PMC13397352,https://pmc.ncbi.nlm.nih.gov/articles/PMC13397352/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13397352.1/PMC13397352.1.pdf?md5=f6202ed4cc83fdd20e416b1bda0cc2a9,PMC13397352.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:916c1331615dedfce7fc1f8cf9a50b40011d636f791e55d1df1d1cbfefded796,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
